block,,splite,,cos
42,2.210526316,2,1,0.559065392
47,2.473684211,2,1,0.71614596
33,1.736842105,2,1,0.791342588
54,2.842105263,4,2,0.644994043
24,1.263157895,3,1.5,0.847356137
31,1.631578947,2,1,0.761124395
22,1.157894737,2,1,0.866400225
42,2.210526316,3,1.5,0.833655022
29,1.526315789,2,1,0.692424765
49,2.578947368,3,1.5,0.754137643
41,2.157894737,4,2,0.683266718
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
18,0.947368421,2,1,0.985610761
24,1.263157895,3,1.5,0.920087412
21,1.105263158,3,1.5,0.944809024
46,2.421052632,3,1.5,0.475751286
28,1.473684211,3,1.5,0.747512883
35,1.842105263,3,1.5,0.724880376
20,1.052631579,2,1,0.957841489
20,1.052631579,2,1,0.957841489
34,1.789473684,3,1.5,0.904958804
19,1,3,1.5,0.972597525
102,5.368421053,2,1,0.678210165
23,1.210526316,3,1.5,0.957268842
32,1.684210526,4,2,0.919392745
71,3.736842105,3,1.5,0.617302074
42,2.210526316,3,1.5,0.745270804
21,1.105263158,5,2.5,0.869301519
18,0.947368421,2,1,0.985610761
29,1.526315789,4,2,0.854654774
19,1,3,1.5,0.942857143
37,1.947368421,3,1.5,0.855343734
165,8.684210526,9,4.5,0.479766354
18,0.947368421,2,1,0.985610761
129,6.789473684,10,5,0.770797149
43,2.263157895,2,1,0.854946568
31,1.631578947,2,1,0.890733739
162,8.526315789,14,7,0.522806304
354,18.63157895,23,11.5,0.930500182
20,1.052631579,2,1,0.957841489
152,8,6,3,0.697513314
19,1,2,1,0.917020524
34,1.789473684,3,1.5,0.94880672
43,2.263157895,3,1.5,0.896207147
338,17.78947368,15,7.5,0.853691129
49,2.578947368,2,1,0.882345068
44,2.315789474,4,2,0.797275065
50,2.631578947,4,2,0.942908071
28,1.473684211,2,1,0.851080857
30,1.578947368,2,1,0.918072515
47,2.473684211,3,1.5,0.938269335
18,0.947368421,2,1,0.985610761
23,1.210526316,3,1.5,0.936915978
18,0.947368421,2,1,0.985610761
18,0.947368421,2,1,0.985610761
18,0.947368421,2,1,0.985610761
22,1.157894737,2,1,0.947045094
33,1.736842105,2,1,0.914206929
20,1.052631579,2,1,0.95971487
122,6.421052632,7,3.5,0.772127423
122,6.421052632,7,3.5,0.772127423
122,6.421052632,7,3.5,0.772127423
21,1.105263158,2,1,0.957509998
81,4.263157895,6,3,0.913700164
84,4.421052632,6,3,0.809666215
206,10.84210526,21,10.5,0.675014903
21,1.105263158,2,1,0.944809024
37,1.947368421,2,1,0.71554882
38,2,2,1,0.604743157
550,28.94736842,20,10,0.154785297
44,2.315789474,3,1.5,0.897085227
40,2.105263158,3,1.5,0.910765111
70,3.684210526,4,2,0.868175226
44,2.315789474,2,1,0.802896542
285,15,19,9.5,0.371479844
25,1.315789474,2,1,0.943456353
20,1.052631579,2,1,0.942847304
62,3.263157895,5,2.5,0.881039728
23,1.210526316,2,1,0.936915978
22,1.157894737,2,1,0.961054823
42,2.210526316,2,1,0.853659046
86,4.526315789,10,5,0.667832837
27,1.421052632,2,1,0.820516151
30,1.578947368,3,1.5,0.871710055
21,1.105263158,2,1,0.941743312
26,1.368421053,2,1,0.897085227
36,1.894736842,2,1,0.699234275
18,0.947368421,2,1,0.985610761
68,3.578947368,5,2.5,0.882521126
126,6.631578947,12,6,0.614305338
35,1.842105263,2,1,0.731991894
18,0.947368421,2,1,0.985610761
18,0.947368421,3,1.5,0.956622209
0,0,0,0,0
70,3.684210526,5,2.5,0.889555333
64,3.368421053,5,2.5,0.94764554
62,3.263157895,3,1.5,0.722386773
18,0.947368421,3,1.5,0.956622209
104,5.473684211,9,4.5,0.815196161
32,1.684210526,2,1,0.887593383
162,8.526315789,12,6,0.446735207
44,2.315789474,3,1.5,0.914421328
176,9.263157895,14,7,0.438016321
52,2.736842105,2,1,0.835420868
52,2.736842105,3,1.5,0.718848713
67,3.526315789,3,1.5,0.743262066
18,0.947368421,2,1,0.985610761
234,12.31578947,13,6.5,0.6275086
27,1.421052632,3,1.5,0.890570221
37,1.947368421,3,1.5,0.945170817
19,1,2,1,0.972597525
390,20.52631579,41,20.5,0.240853114
39,2.052631579,3,1.5,0.914490807
22,1.157894737,2,1,0.956182887
153,8.052631579,6,3,0.7725946
30,1.578947368,2,1,0.914650406
409,21.52631579,16,8,0.599901757
35,1.842105263,3,1.5,0.845154255
90,4.736842105,2,1,0.769428417
27,1.421052632,2,1,0.820516151
58,3.052631579,6,3,0.927965587
28,1.473684211,2,1,0.813157113
45,2.368421053,3,1.5,0.867092363
47,2.473684211,2,1,0.796599279
28,1.473684211,2,1,0.877317737
81,4.263157895,2,1,0.450415418
31,1.631578947,2,1,0.916030755
541,28.47368421,23,11.5,0.566052082
21,1.105263158,2,1,0.990037841
99,5.210526316,3,1.5,0.729310049
308,16.21052632,17,8.5,0.884594787
35,1.842105263,3,1.5,0.74411683
56,2.947368421,2,1,0.786287591
53,2.789473684,2,1,0.736897933
27,1.421052632,3,1.5,0.908971676
23,1.210526316,2,1,0.897538251
94,4.947368421,2,1,0.380081938
53,2.789473684,3,1.5,0.733103511
45,2.368421053,2,1,0.860662966
72,3.789473684,2,1,0.598564974
35,1.842105263,2,1,0.779246405
53,2.789473684,2,1,0.786891854
158,8.315789474,11,5.5,0.620387112
53,2.789473684,2,1,0.615093208
77,4.052631579,3,1.5,0.453506504
37,1.947368421,3,1.5,0.643333157
121,6.368421053,8,4,0.677566191
139,7.315789474,8,4,0.701598856
250,13.15789474,23,11.5,0.667844855
32,1.684210526,10,5,0.926371019
27,1.421052632,2,1,0.691867992
106,5.578947368,4,2,0.688277118
54,2.842105263,2,1,0.753723995
123,6.473684211,3,1.5,0.688636357
45,2.368421053,2,1,0.818474393
51,2.684210526,2,1,0.774109041
24,1.263157895,2,1,0.872871561
105,5.526315789,6,3,0.50320349
65,3.421052632,3,1.5,0.74861369
89,4.684210526,3,1.5,0.714192031
89,4.684210526,3,1.5,0.864424631
90,4.736842105,3,1.5,0.622111325
35,1.842105263,3,1.5,0.766134813
81,4.263157895,4,2,0.77146137
39,2.052631579,3,1.5,0.725061574
24,1.263157895,2,1,0.908688223
32,1.684210526,3,1.5,0.785435943
39,2.052631579,3,1.5,0.511101252
60,3.157894737,4,2,0.821342301
54,2.842105263,4,2,0.745441482
38,2,3,1.5,0.784706026
177,9.315789474,7,3.5,0.612678852
25,1.315789474,2,1,0.820516151
28,1.473684211,2,1,0.642317234
18,0.947368421,2,1,0.985610761
21,1.105263158,2,1,0.944809024
21,1.105263158,2,1,0.944809024
21,1.105263158,3,1.5,0.871140068
24,1.263157895,2,1,0.843403847
19,1,2,1,0.893448784
32,1.684210526,2,1,0.847482508
19,1,2,1,0.893448784
37,1.947368421,9,4.5,0.90036591
790,41.57894737,20,10,0.602719971
541,28.47368421,22,11,0.566052082
27,1.421052632,2,1,0.820516151
30,1.578947368,2,1,0.760638829
29,1.526315789,2,1,0.93185537
21,1.105263158,2,1,0.944809024
119,6.263157895,2,1,0.374854094
20,1.052631579,4,2,0.962140471
21,1.105263158,2,1,0.944809024
52,2.736842105,3,1.5,0.850639783
27,1.421052632,2,1,0.873131305
42,2.210526316,2,1,0.856986715
259,13.63157895,16,8,0.972760445
47,2.473684211,3,1.5,0.710573209
54,2.842105263,2,1,0.621518877
296,15.57894737,13,6.5,0.850494478
22,1.157894737,6,3,0.932294445
342,18,8,4,0.409596789
342,18,8,4,0.409596789
597,31.42105263,17,8.5,0.466981581
541,28.47368421,22,11,0.566052082
93,4.894736842,2,1,0.340903309
21,1.105263158,2,1,0.941743312
23,1.210526316,2,1,0.897538251
24,1.263157895,2,1,0.908373743
27,1.421052632,2,1,0.806324209
257,13.52631579,40,20,0.588218522
39,2.052631579,2,1,0.749158702
21,1.105263158,2,1,0.944809024
27,1.421052632,2,1,0.820516151
21,1.105263158,2,1,0.944809024
537,28.26315789,16,8,0.431148535
27,1.421052632,2,1,0.820516151
20,1.052631579,2,1,0.957841489
21,1.105263158,2,1,0.944809024
115,6.052631579,5,2.5,0.57114587
27,1.421052632,2,1,0.820516151
23,1.210526316,2,1,0.97043119
120,6.315789474,5,2.5,0.622533447
45,2.368421053,5,2.5,0.837594251
94,4.947368421,2,1,0.401918476
36,1.894736842,2,1,0.87305339
196,10.31578947,6,3,0.484241256
79,4.157894737,3,1.5,0.405373876
27,1.421052632,2,1,0.820516151
84,4.421052632,3,1.5,0.417719758
541,28.47368421,22,11,0.566052082
61,3.210526316,4,2,0.910216913
549,28.89473684,7,3.5,0.160824574
36,1.894736842,2,1,0.586555725
31,1.631578947,2,1,0.884452169
26,1.368421053,2,1,0.853056638
100,5.263157895,7,3.5,0.852635665
31,1.631578947,2,1,0.862591668
51,2.684210526,3,1.5,0.774109041
29,1.526315789,2,1,0.792213927
47,2.473684211,5,2.5,0.849878223
27,1.421052632,2,1,0.820516151
115,6.052631579,6,3,0.781410965
0,0,2,1,0
37,1.947368421,3,1.5,0.890768987
23,1.210526316,2,1,0.940324692
27,1.421052632,2,1,0.924249581
32,1.684210526,2,1,0.7698316
23,1.210526316,2,1,0.897538251
27,1.421052632,2,1,0.820516151
27,1.421052632,2,1,0.820516151
46,2.421052632,4,2,0.778027555
29,1.526315789,2,1,0.811126153
78,4.105263158,1,0.5,0.357142857
93,4.894736842,5,2.5,0.62230486
29,1.526315789,2,1,0.893911819
51,2.684210526,3,1.5,0.520881781
29,1.526315789,2,1,0.770207984
27,1.421052632,2,1,0.820516151
96,5.052631579,5,2.5,0.74755587
16,0.842105263,2,1,0.9258201
162,8.526315789,3,1.5,0.402244147
25,1.315789474,2,1,0.962713375
41,2.157894737,4,2,0.94917324
16,0.842105263,2,1,0.9258201
36,1.894736842,2,1,0.88949918
28,1.473684211,2,1,0.850420064
27,1.421052632,2,1,0.820516151
104,5.473684211,6,3,0.844750693
20,1.052631579,2,1,0.975900073
30,1.578947368,2,1,0.881134221
27,1.421052632,2,1,0.820516151
20,1.052631579,2,1,0.951502571
136,7.157894737,7,3.5,0.953673244
36,1.894736842,2,1,0.760638829
185,9.736842105,11,5.5,0.30916079
541,28.47368421,22,11,0.566052082
64,3.368421053,5,2.5,0.908236708
27,1.421052632,2,1,0.820516151
56,2.947368421,3,1.5,0.821748202
49,2.578947368,2,1,0.837119997
28,1.473684211,2,1,0.881414066
34,1.789473684,2,1,0.907114735
61,3.210526316,2,1,0.472323076
30,1.578947368,2,1,0.882918713
21,1.105263158,2,1,0.990037841
34,1.789473684,3,1.5,0.986662204
18,0.947368421,2,1,0.985610761
28,1.473684211,2,1,0.89469335
122,6.421052632,3,1.5,0.691735347
887,46.68421053,7,3.5,0.560702826
52,2.736842105,5,2.5,0.858332508
27,1.421052632,2,1,0.820516151
61,3.210526316,2,1,0.821412726
373,19.63157895,13,6.5,0.669925083
33,1.736842105,4,2,0.847565541
22,1.157894737,2,1,0.966091783
159,8.368421053,10,5,0.596285901
59,3.105263158,3,1.5,0.85710049
26,1.368421053,2,1,0.956182887
125,6.578947368,2,1,0.23983938
23,1.210526316,2,1,0.975163266
43,2.263157895,3,1.5,0.920134354
1087,57.21052632,50,25,0.89846494
21,1.105263158,2,1,0.990037841
29,1.526315789,2,1,0.893911819
28,1.473684211,2,1,0.799014171
62,3.263157895,2,1,0.677296212
52,2.736842105,3,1.5,0.768799968
29,1.526315789,4,2,0.928967185
24,1.263157895,2,1,0.942908071
384,20.21052632,5,2.5,0.173459889
35,1.842105263,4,2,0.898136235
23,1.210526316,2,1,0.897538251
165,8.684210526,8,4,0.834707998
20,1.052631579,2,1,0.975900073
23,1.210526316,2,1,0.897538251
17,0.894736842,2,1,0.947330933
122,6.421052632,3,1.5,0.691735347
29,1.526315789,2,1,0.93268586
159,8.368421053,4,2,0.573381117
32,1.684210526,2,1,0.774596669
44,2.315789474,2,1,0.744065915
22,1.157894737,2,1,0.942908071
26,1.368421053,3,1.5,0.948840144
13,0.684210526,2,1,0.811348085
46,2.421052632,3,1.5,0.581958726
526,27.68421053,22,11,0.558085075
18,0.947368421,3,1.5,0.932294445
26,1.368421053,2,1,0.956182887
21,1.105263158,3,1.5,0.944809024
56,2.947368421,3,1.5,0.709208143
75,3.947368421,9,4.5,0.746501535
72,3.789473684,3,1.5,0.819853091
758,39.89473684,44,22,0.588598413
45,2.368421053,3,1.5,0.872958151
92,4.842105263,4,2,0.872308853
52,2.736842105,2,1,0.869234725
259,13.63157895,24,12,0.464506307
102,5.368421053,15,7.5,0.748259847
64,3.368421053,4,2,0.789224446
25,1.315789474,2,1,0.859072401
335,17.63157895,4,2,0.304334243
22,1.157894737,2,1,0.816982446
19,1,2,1,0.972597525
19,1,2,1,0.972597525
27,1.421052632,2,1,0.942832754
64,3.368421053,4,2,0.804332462
52,2.736842105,3,1.5,0.852085923
49,2.578947368,2,1,0.723746864
61,3.210526316,2,1,0.808736084
63,3.315789474,3,1.5,0.777226886
37,1.947368421,2,1,0.789474201
37,1.947368421,2,1,0.788358312
35,1.842105263,2,1,0.781459027
116,6.105263158,4,2,0.778130598
126,6.631578947,13,6.5,0.597233537
252,13.26315789,18,9,0.440467723
33,1.736842105,3,1.5,0.875286614
20,1.052631579,2,1,0.975900073
46,2.421052632,5,2.5,0.573341293
50,2.631578947,3,1.5,0.780720058
116,6.105263158,8,4,0.959506214
165,8.684210526,4,2,0.42587232
33,1.736842105,2,1,0.874598312
894,47.05263158,7,3.5,0.562442252
40,2.105263158,4,2,0.658732549
30,1.578947368,3,1.5,0.966987557
541,28.47368421,22,11,0.566052082
8,0.421052632,3,1.5,0.338061702
74,3.894736842,14,7,0.813358716
1116,58.73684211,54,27,0.686619709
19,1,2,1,0.972597525
27,1.421052632,2,1,0.820516151
43,2.263157895,4,2,0.844700359
27,1.421052632,2,1,0.820516151
31,1.631578947,3,1.5,0.962621902
20,1.052631579,2,1,0.975900073
36,1.894736842,3,1.5,0.974397532
28,1.473684211,2,1,0.936262411
20,1.052631579,2,1,0.975900073
36,1.894736842,3,1.5,0.974397532
16,0.842105263,2,1,0.956182887
24,1.263157895,3,1.5,0.956182887
23,1.210526316,2,1,0.946762137
46,2.421052632,3,1.5,0.581958726
23,1.210526316,2,1,0.897538251
37,1.947368421,3,1.5,0.937352901
143,7.526315789,2,1,0.496450201
23,1.210526316,2,1,0.97043119
77,4.052631579,5,2.5,0.846760678
37,1.947368421,3,1.5,0.937352901
38,2,2,1,0.68238278
27,1.421052632,2,1,0.820516151
28,1.473684211,4,2,0.794276763
82,4.315789474,4,2,0.901912068
35,1.842105263,3,1.5,0.95324137
95,5,6,3,0.912763283
71,3.736842105,4,2,0.840768595
53,2.789473684,5,2.5,0.917910786
60,3.157894737,3,1.5,0.772589419
541,28.47368421,22,11,0.566052082
34,1.789473684,2,1,0.903773601
41,2.157894737,3,1.5,0.892540316
17,0.894736842,2,1,0.941583818
27,1.421052632,2,1,0.820516151
26,1.368421053,2,1,0.853056638
36,1.894736842,2,1,0.707379743
47,2.473684211,2,1,0.609639942
34,1.789473684,2,1,0.927105069
18,0.947368421,2,1,0.985610761
16,0.842105263,2,1,0.9258201
18,0.947368421,2,1,0.985610761
20,1.052631579,2,1,0.975900073
16,0.842105263,2,1,0.95668077
20,1.052631579,2,1,0.975900073
16,0.842105263,2,1,0.95668077
19,1,2,1,0.976732803
27,1.421052632,2,1,0.908971676
3,0.157894737,1,0.5,0.585540044
112,5.894736842,4,2,0.488823196
33,1.736842105,2,1,0.850769959
27,1.421052632,2,1,0.820516151
39,2.052631579,2,1,0.722663348
20,1.052631579,2,1,0.95971487
21,1.105263158,2,1,0.546459067
20,1.052631579,2,1,0.95971487
37,1.947368421,2,1,0.712725569
90,4.736842105,6,3,0.829925003
33,1.736842105,2,1,0.770514129
18,0.947368421,2,1,0.985610761
19,1,2,1,0.971428571
22,1.157894737,2,1,0.98008746
37,1.947368421,2,1,0.634270329
64,3.368421053,3,1.5,0.728219081
53,2.789473684,3,1.5,0.910488911
21,1.105263158,3,1.5,0.965890577
60,3.157894737,2,1,0.307216573
37,1.947368421,5,2.5,0.619861736
37,1.947368421,2,1,0.731988422
541,28.47368421,22,11,0.566052082
24,1.263157895,2,1,0.908688223
24,1.263157895,2,1,0.908688223
44,2.315789474,2,1,0.808692473
151,7.947368421,5,2.5,0.642443903
541,28.47368421,22,11,0.566052082
40,2.105263158,3,1.5,0.937269215
546,28.73684211,22,11,0.565672639
22,1.157894737,2,1,0.956182887
40,2.105263158,3,1.5,0.950334619
20,1.052631579,2,1,0.975900073
48,2.526315789,3,1.5,0.948683298
22,1.157894737,2,1,0.956182887
86,4.526315789,3,1.5,0.77386001
81,4.263157895,6,3,0.773125449
23,1.210526316,3,1.5,0.949918636
20,1.052631579,2,1,0.975900073
20,1.052631579,2,1,0.975900073
59,3.105263158,2,1,0.560611911
49,2.578947368,2,1,0.529498502
66,3.473684211,4,2,0.820350798
48,2.526315789,3,1.5,0.49076688
43,2.263157895,2,1,0.869385765
29,1.526315789,2,1,0.598861749
29,1.526315789,2,1,0.865687311
45,2.368421053,2,1,0.785968338
32,1.684210526,2,1,0.848528137
41,2.157894737,2,1,0.777290927
37,1.947368421,2,1,0.842757499
32,1.684210526,2,1,0.848528137
45,2.368421053,2,1,0.876374331
39,2.052631579,2,1,0.788745723
39,2.052631579,2,1,0.788745723
32,1.684210526,2,1,0.939108193
68,3.578947368,3,1.5,0.751775459
35,1.842105263,2,1,0.745714574
37,1.947368421,2,1,0.761124395
45,2.368421053,2,1,0.725061574
39,2.052631579,2,1,0.788745723
31,1.631578947,2,1,0.791342588
46,2.421052632,3,1.5,0.867576032
38,2,2,1,0.756787469
36,1.894736842,2,1,0.765536747
49,2.578947368,3,1.5,0.863918795
122,6.421052632,3,1.5,0.691735347
541,28.47368421,22,11,0.566052082
38,2,2,1,0.817807755
30,1.578947368,2,1,0.896421457
43,2.263157895,4,2,0.792589393
267,14.05263158,14,7,0.868418446
543,28.57894737,22,11,0.569315961
27,1.421052632,2,1,0.820516151
122,6.421052632,3,1.5,0.691735347
49,2.578947368,2,1,0.74141301
24,1.263157895,2,1,0.950798537
43,2.263157895,3,1.5,0.792589393
122,6.421052632,3,1.5,0.691735347
109,5.736842105,5,2.5,0.634433475
38,2,2,1,0.684712472
49,2.578947368,2,1,0.662241362
543,28.57894737,22,11,0.566523896
19,1,2,1,0.972597525
541,28.47368421,23,11.5,0.566052082
30,1.578947368,2,1,0.937809778
132,6.947368421,4,2,0.630619976
36,1.894736842,3,1.5,0.855830311
28,1.473684211,2,1,0.933316741
59,3.105263158,2,1,0.41618317
57,3,3,1.5,0.851278641
27,1.421052632,2,1,0.615387113
52,2.736842105,4,2,0.527981514
122,6.421052632,3,1.5,0.691735347
107,5.631578947,3,1.5,0.687297509
21,1.105263158,3,1.5,0.979524598
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
578,30.42105263,29,14.5,0.566745595
35,1.842105263,3,1.5,0.946578204
541,28.47368421,22,11,0.566052082
70,3.684210526,3,1.5,0.7701854
43,2.263157895,4,2,0.709299366
25,1.315789474,2,1,0.792213927
379,19.94736842,9,4.5,0.393111515
386,20.31578947,10,5,0.412270368
76,4,2,1,0.669864127
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
31,1.631578947,3,1.5,0.946578204
26,1.368421053,3,1.5,0.865598685
76,4,5,2.5,0.825930604
541,28.47368421,22,11,0.566052082
27,1.421052632,2,1,0.820516151
28,1.473684211,2,1,0.778924059
28,1.473684211,2,1,0.778924059
28,1.473684211,2,1,0.778924059
19,1,2,1,0.972597525
541,28.47368421,22,11,0.566052082
494,26,12,6,0.801905334
935,49.21052632,21,10.5,0.800458988
18,0.947368421,2,1,0.926371019
57,3,3,1.5,0.745717688
109,5.736842105,4,2,0.83433942
28,1.473684211,2,1,0.856580503
143,7.526315789,7,3.5,0.612244898
16,0.842105263,2,1,0.70979541
30,1.578947368,2,1,0.825276366
60,3.157894737,2,1,0.408875315
541,28.47368421,22,11,0.566052082
20,1.052631579,2,1,0.957841489
21,1.105263158,2,1,0.990037841
24,1.263157895,2,1,0.937614462
126,6.631578947,3,1.5,0.67806543
132,6.947368421,10,5,0.69694397
136,7.157894737,17,8.5,0.6193212
58,3.052631579,3,1.5,0.670173243
120,6.315789474,3,1.5,0.615100464
69,3.631578947,4,2,0.51753322
20,1.052631579,2,1,0.957841489
84,4.421052632,4,2,0.46498514
543,28.57894737,22,11,0.567207741
540,28.42105263,22,11,0.562742801
541,28.47368421,22,11,0.566052082
69,3.631578947,5,2.5,0.954200786
31,1.631578947,2,1,0.780720058
480,25.26315789,10,5,0.422977917
423,22.26315789,10,5,0.430721547
95,5,5,2.5,0.790514791
96,5.052631579,3,1.5,0.685844935
38,2,2,1,0.602515734
917,48.26315789,32,16,0.514520801
211,11.10526316,18,9,0.790840607
212,11.15789474,10,5,0.541035783
270,14.21052632,14,7,0.468195131
134,7.052631579,13,6.5,0.414208435
540,28.42105263,18,9,0.553454699
123,6.473684211,14,7,0.732203393
293,15.42105263,32,16,0.459978521
424,22.31578947,40,20,0.347046667
159,8.368421053,15,7.5,0.52491959
496,26.10526316,33,16.5,0.628440098
165,8.684210526,15,7.5,0.563521073
26,1.368421053,4,2,0.901611461
517,27.21052632,48,24,0.388884492
250,13.15789474,15,7.5,0.552490584
225,11.84210526,22,11,0.693414114
549,28.89473684,23,11.5,0.469289369
153,8.052631579,12,6,0.480265172
22,1.157894737,2,1,0.966091783
77,4.052631579,3,1.5,0.632143901
124,6.526315789,12,6,0.67527844
147,7.736842105,13,6.5,0.381088199
35,1.842105263,2,1,0.797368414
123,6.473684211,4,2,0.673331416
38,2,3,1.5,0.9258201
96,5.052631579,3,1.5,0.44370971
27,1.421052632,2,1,0.820516151
21,1.105263158,2,1,0.944809024
232,12.21052632,8,4,0.686779533
31,1.631578947,2,1,0.684628435
122,6.421052632,23,11.5,0.691735347
20,1.052631579,2,1,0.873326063
29,1.526315789,2,1,0.809243649
27,1.421052632,2,1,0.820516151
22,1.157894737,2,1,0.908688223
62,3.263157895,3,1.5,0.53491828
122,6.421052632,3,1.5,0.691735347
178,9.368421053,6,3,0.687277404
102,5.368421053,3,1.5,0.710489661
541,28.47368421,22,11,0.566052082
20,1.052631579,3,1.5,0.962140471
546,28.73684211,23,11.5,0.565897676
27,1.421052632,2,1,0.820516151
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
57,3,3,1.5,0.745717688
262,13.78947368,5,2.5,0.664063948
44,2.315789474,2,1,0.635517103
452,23.78947368,13,6.5,0.511238209
122,6.421052632,3,1.5,0.691735347
173,9.105263158,8,4,0.851685258
39,2.052631579,3,1.5,0.874559669
45,2.368421053,3,1.5,0.827024465
34,1.789473684,2,1,0.684712472
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
27,1.421052632,2,1,0.820516151
47,2.473684211,2,1,0.588599998
28,1.473684211,2,1,0.813157113
69,3.631578947,3,1.5,0.692777026
27,1.421052632,2,1,0.820516151
116,6.105263158,3,1.5,0.682623444
19,1,2,1,0.972597525
22,1.157894737,2,1,0.935414347
544,28.63157895,22,11,0.570256489
122,6.421052632,3,1.5,0.691735347
50,2.631578947,3,1.5,0.780720058
541,28.47368421,22,11,0.566052082
33,1.736842105,3,1.5,0.793608004
29,1.526315789,2,1,0.874803
123,6.473684211,3,1.5,0.686827317
161,8.473684211,5,2.5,0.704048279
191,10.05263158,2,1,0.710398147
51,2.684210526,2,1,0.586145879
22,1.157894737,3,1.5,0.956182887
139,7.315789474,3,1.5,0.706062509
29,1.526315789,2,1,0.788810638
136,7.157894737,3,1.5,0.703927974
548,28.84210526,22,11,0.576677471
541,28.47368421,22,11,0.566052082
122,6.421052632,3,1.5,0.691735347
189,9.947368421,12,6,0.627648273
541,28.47368421,22,11,0.566052082
21,1.105263158,2,1,0.990037841
53,2.789473684,2,1,0.592156525
122,6.421052632,3,1.5,0.691735347
32,1.684210526,2,1,0.794955903
27,1.421052632,2,1,0.820516151
64,3.368421053,3,1.5,0.753702346
541,28.47368421,22,11,0.566052082
142,7.473684211,4,2,0.721459277
36,1.894736842,2,1,0.72074997
541,28.47368421,22,11,0.566052082
544,28.63157895,22,11,0.565841186
559,29.42105263,22,11,0.562182245
541,28.47368421,22,11,0.566052082
541,28.47368421,22,11,0.566052082
38,2,2,1,0.727281052
21,1.105263158,2,1,0.546459067
220,11.57894737,7,3.5,0.467342788
119,6.263157895,3,1.5,0.703154662
1107,58.26315789,25,12.5,0.452054925
62,3.263157895,4,2,0.910627569
27,1.421052632,2,1,0.820516151
39,2.052631579,2,1,0.577885596
94,4.947368421,7,3.5,0.410397421
541,28.47368421,22,11,0.566052082
19,1,2,1,0.972597525
33,1.736842105,2,1,0.74223004
541,28.47368421,22,11,0.566052082
40,2.105263158,2,1,0.776998525
35,1.842105263,3,1.5,0.95324137
122,6.421052632,3,1.5,0.691735347
20,1.052631579,2,1,0.95971487
93,4.894736842,2,1,0.385814197
35,1.842105263,2,1,0.89937565
35,1.842105263,2,1,0.766134813
121,6.368421053,3,1.5,0.681931916
21,1.105263158,2,1,0.546459067
27,1.421052632,2,1,0.820516151
748,39.36842105,25,12.5,0.63860436
30,1.578947368,2,1,0.802896542
541,28.47368421,22,11,0.566052082
21,1.105263158,3,1.5,0.946762137
34,1.789473684,3,1.5,0.971482785
155,8.157894737,6,3,0.899420753
27,1.421052632,2,1,0.820516151
108,5.684210526,3,1.5,0.673782672
124,6.526315789,3,1.5,0.699094335
541,28.47368421,22,11,0.566052082
101,5.315789474,5,2.5,0.789341129
88,4.631578947,3,1.5,0.64618421
69,3.631578947,4,2,0.911258067
27,1.421052632,3,1.5,0.924249581
49,2.578947368,4,2,0.901636638
142,7.473684211,7,3.5,0.899458166
47,2.473684211,3,1.5,0.912533017
395,20.78947368,32,16,0.508764293
27,1.421052632,3,1.5,0.929268231
38,2,2,1,0.712696645
541,28.47368421,22,11,0.566052082
55,2.894736842,2,1,0.771136599
31,1.631578947,2,1,0.665610978
28,1.473684211,2,1,0.775566734
19,1,2,1,0.972597525
122,6.421052632,3,1.5,0.691735347
21,1.105263158,2,1,0.944809024
27,1.421052632,2,1,0.820516151
353,18.57894737,32,16,0.488513006
30,1.578947368,2,1,0.807406194
349,18.36842105,24,12,0.920025739
28,1.473684211,2,1,0.772809823
166,8.736842105,8,4,0.764738645
541,28.47368421,22,11,0.566052082
29,1.526315789,2,1,0.929827541
327,17.21052632,18,9,0.561297328
20,1.052631579,2,1,0.975900073
25,1.315789474,2,1,0.946255523
25,1.315789474,2,1,0.946255523
80,4.210526316,3,1.5,0.58157491
76,4,3,1.5,0.804872024
53,2.789473684,6,3,0.631697949
46,2.421052632,4,2,0.618579134
54,2.842105263,2,1,0.780145555
72,3.789473684,6,3,0.878455277
62,3.263157895,4,2,0.668336694
26,1.368421053,2,1,0.94317299
47,2.473684211,5,2.5,0.784546938
46,2.421052632,5,2.5,0.78180364
20,1.052631579,2,1,0.975900073
66,3.473684211,7,3.5,0.629696893
42,2.210526316,3,1.5,0.876531416
54,2.842105263,11,5.5,0.902580012
38,2,3,1.5,0.962140471
29,1.526315789,2,1,0.93268586
19,1,2,1,0.961571662
27,1.421052632,2,1,0.90610047
106,5.578947368,3,1.5,0.517840532
42,2.210526316,3,1.5,0.941743312
25,1.315789474,4,2,0.934476727
38,2,3,1.5,0.935436289
80,4.210526316,5,2.5,0.928595985
39,2.052631579,3,1.5,0.958314847
25,1.315789474,2,1,0.93185537
41,2.157894737,4,2,0.84664042
26,1.368421053,2,1,0.929340341
65,3.421052632,4,2,0.838707522
24,1.263157895,2,1,0.942908071
84,4.421052632,4,2,0.905911486
30,1.578947368,2,1,0.910399105
